seller_id,seller_city,seller_zip_code_prefix,delivered_order_count
e9bc59e7b60fc3063eb2290deda4cced,maringa,87083,209
7040e82f899a04d1b434b795a43b4617,sao paulo,1026,208
6edacfd9f9074789dad6d62ba7950b9c,guarulhos,7135,205
4830e40640734fc1c52cd21127c341d4,sao paulo,3573,204
7178f9f4dd81dcef02f62acdf8151e01,videira,89560,202
cab85505710c7cb9b720bceb52b01cee,sao paulo,2252,201
1c129092bf23f28a5930387c980c0dfc,sao paulo,2972,200
ceaec5548eefc6e23e6607c5435102e7,sao paulo,3821,198
54a1852d1b8f10312c55e906355666ee,santa barbara d'oeste,13456,198
e26901d5ab434ce92fd9b5c256820a4e,maua,9350,197
f457c46070d02cadd8a68551231220dd,maringa,87047,195
c003204e1ab016dfa150abc119207b24,cajamar,7790,195
001cca7ae9ae17fb1caed9dfb1094831,cariacica,29156,195
f262cbc1c910c83959f849465454ddd3,sao paulo,3564,189
41b39e28db005d9731d9d485a83b4c38,santo andre,9220,187
2eb70248d66e0e3ef83659f71b244378,campinas,13101,187
850f4f8af5ea87287ac68de36e29107f,sao paulo,4367,186
f45122a9ab94eb4f3f8953578bc0c560,piracicaba,13419,184
ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,80310,184
0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,37410,180
86ccac0b835037332a596a33b6949ee1,blumenau,89041,178
95e03ca3d4146e4011985981aeb959b9,rio de janeiro,21210,172
813348c996469b40f2e028d5429d3495,jundiai,13206,172
7d76b645482be4a332374e8223836592,sao paulo,1511,172
522620dcb18a6b31cd7bdf73665113a9,cascavel,85801,172
5656537e588803a555b8eb41f07a944b,brasilia,72015,171
9b013e03b2ab786505a1d3b5c0756754,vicente de carvalho,11450,170
d98eec89afa3380e14463da2aabaea72,porto alegre,90010,168
edb1ef5e36e0c8cd84eb3c9b003e486d,teresopolis,25957,165
6d66611d7c44cc30ce351abc49a68421,sao paulo,4378,164
0b90b6df587eb83608a64ea8b390cf07,maringa,87025,163
de23c3b98a88888289c6f5cc1209054a,sao paulo,5530,161
669ae81880e08f269a64487cfb287169,rio do sul,89160,161
2e1c9f22be269ef4643f826c9e650a52,sao paulo,4850,161
0dd184061fb0eaa7ca37932c68ab91c5,guarulhos,7031,161
cbd996ad3c1b7dc71fd0e5f5df9087e2,sao jose do rio preto,15081,160
2528513dd95219a6013d4d05176e391a,osasco,6060,160
1a3df491d1c4f1589fc2b934ada68bf2,joinville,89224,160
537eb890efff034a88679788b647c564,rio de janeiro,20270,158
b76dba6c951ab00dc4edf0a1aa88037e,sao paulo,3237,157
a416b6a846a11724393025641d4edd5e,sao paulo,3702,157
25c5c91f63607446a97b143d2d535d31,itauna,35680,156
0be8ff43f22e456b4e0371b2245e4d01,sao paulo,4461,156
004c9cd9d87a3c30c522c48c4fc07416,ibitinga,14940,156
7e1fb0a3ebfb01ffb3a7dae98bf3238d,franca,14403,155
2a84855fd20af891be03bc5924d2b453,belo horizonte,30111,155
213b25e6f54661939f11710a6fddb871,salto,13321,152
9c0e69c7bf2619675bbadf47b43f655a,sao jose dos campos,12230,151
8f2ce03f928b567e3d56181ae20ae952,pirituba,5141,151
66922902710d126a0e7d26b0e3805106,belo horizonte,31842,150
b33e7c55446eabf8fe1a42d037ac7d6d,pradopolis,14850,149
6cd68b3ed6d59aaa9fece558ad360c0a,belo horizonte,31255,149
5cf13accae3222c70a9cac40818ae839,patos de minas,38700,148
36a968b544695394e4e9d7572688598f,santos,11010,148
b499c00f28f4b7069ff6550af8c1348a,limeira,13481,147
7ad32824caee82087b3e2e5f33b1bf32,ibitinga,14940,147
cfb1a033743668a192316f3c6d1d2671,votorantim,18110,143
b4ffb71f0cb1b1c3d63fad021ecf93e1,sao paulo,3880,143
44073f8b7e41514de3b7815dd0237f4f,brasilia,71070,142
1c68394e931a64f90ea236c5ea590300,sarandi,87114,142
8b28d096634035667e8263d57ba3368c,sao jose dos campos,12243,139
3c7c4a49ec3c6550809089c6a2ca9370,sao paulo,3804,139
5a8e7d5003a1f221f9e1d6e411de7c23,campinas,13076,137
db4350fd57ae30082dec7acbaacc17f9,sao paulo,3126,136
259f7b5e6e482c230e5bfaa670b6bb8f,poa,8550,136
0bae85eb84b9fb3bd773911e89288d54,itajai,88301,136
00ee68308b45bc5e2660cd833c3f81cc,sao paulo,3333,135
48436dade18ac8b2bce089ec2a041202,volta redonda,27277,134
79ebd9a61bac3eaf882805ed4ecfa12a,cascavel,85802,133
7722b1df1b0e383e000397b2c11e3e19,sao bernardo do campo,9715,133
12b9676b00f60f3b700e83af21824c0e,montenegro,95780,133
0db783cfcd3b73998abc6e10e59a102f,santos,11010,132
710e3548e02bc1d2831dfc4f1b5b14d4,rolandia,86600,131
e9d99831abad74458942f21e16f33f92,sao paulo,3542,130
aafe36600ce604f205b86b5084d3d767,sao jose,88115,129
a3e9a2c700480d9bb01fba070ba80a0e,ibitinga,14940,129
ef0ace09169ac090589d85746e3e036f,sao goncalo,24451,128
76d5af76d0271110f9af36c92573f765,sao paulo,3194,128
01fdefa7697d26ad920e9e0346d4bd1b,londrina,86050,128
c9c7905cffc4ef9ff9f113554423e671,itapecerica da serra,6871,127
2e90cb1677d35cfe24eef47d441b7c87,sao paulo,2285,127
8a32e327fe2c1b3511609d81aaf9f042,sao paulo,2443,126
a673821011d0cec28146ea42f5ab767f,sao paulo,3809,125
6a8b085f816a1f75f92dbac6eb545f8f,bebedouro,14709,125
59b22a78efb79a4797979612b885db36,uberlandia,38414,125
2c9e548be18521d1c43cde1c582c6de8,mogi das cruzes,8752,124
17a053fcb14bd219540cbde0df490be0,mogi guacu,13843,124
7008613ea464bad5cb9b83456e1e6a8f,canoinhas,89460,123
59fb871bf6f4522a87ba567b42dafecf,sao paulo,3655,123
ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,3006,122
cd68562d3f44870c08922d380acae552,ribeirao preto,14050,122
1e8b33f18b4f7598d87f5cbee2282cc2,sao paulo,2066,122
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,31140,122
dd7ddc04e1b6c2c614352b383efe2d36,sao paulo,3471,121
e5a38146df062edaf55c38afa99e42dc,sao paulo,1233,120
c31eff8334d6b3047ed34bebd4d62c36,salto,13322,120
229c3efbfb0ea2058de4ccdfbc3d784a,belo horizonte,30190,118
f80edd2c5aaa505cc4b0a3b219abf4b8,sao paulo,3431,116
431af27f296bc6519d890aa5a05fdb11,ribeirao preto,14110,116
640e21a7d01df7614a3b4923e990d40c,ibitinga,14940,115
17ca9b9e9b9ef8fdb529001b49ebb50f,betim,32677,115
c33847515fa6305ce6feb1e818569f13,brusque,88359,114
bfd27a966d91cfaafdb25d076585f0da,serra negra,13930,114
f5a590cf36251cf1162ea35bef76fe84,sao bernardo do campo,9720,113
fc906263ca5083d09dce42fe02247800,belo horizonte,31030,112
6c7d50c24b3ccd2fd83b44d8bb34e073,presidente prudente,19025,112
1b4c3a6f53068f0b6944d2d005c9fc89,sao ludgero,88730,111
1127b7f2594683f2510f1c2c834a486b,campinas,13087,110
289cdb325fb7e7f891c38608bf9e0962,belo horizonte,31570,109
18a349e75d307f4b4cc646a691ed4216,sao paulo,1319,109
f4aba7c0bca51484c30ab7bdc34bcdd1,sao paulo,1031,108
dbb9b48c841a0e39e21f98e1a6b2ec3e,sao paulo,3929,108
8c16d1f32a54d92897cc437244442e1b,blumenau,89023,108
1ca7077d890b907f89be8c954a02686a,santana de parnaiba,6506,108
b1fc4f64df5a0e8b6913ab38803c57a9,sao goncalo,24440,107
612170e34b97004b3ba37eae81836b4c,novo hamburgo,93542,107
febab0275244b9a49a623f0bd613ca2f,pedreira,13920,106
70eea00b476a314817cefde4aad4f89a,itatiba,13250,106
25e6ffe976bd75618accfe16cefcbd0d,sao paulo,5503,106
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,13290,106
dd2bdf855a9172734fbc3744021ae9b9,belo horizonte,31255,105
33a6f4b1e7cdc205511e76ba1b6e0186,guarulhos,7084,105
aaed1309374718fdd995ee4c58c9dfcd,timbo,89120,104
42b729f859728f5079499127a9c2ef37,sao paulo,3910,103
00fc707aaaad2d31347cf883cd2dfe10,maringa,87025,103
b2479f944e1b90cf8a5de1bbfde284d6,ibitinga,14940,101
ac3508719a1d8f5b7614b798f70af136,canoas,92030,101
4371b634e0efc0e22b09b52907d9d469,sao paulo,2028,101
3b15288545f8928d3e65a8f949a28291,ibitinga,14940,101
d94a40fd42351c259927028d163af842,baependi,37443,100
8e6cc767478edae941d9bd9eb778d77a,araguari,38442,100
5c243662ce92d84573bfaff24c3e3700,sao paulo,3702,98
282f23a9769b2690c5dda22e316f9941,belo horizonte,31573,98
ececbfcff9804a2d6b40f589df8eef2b,franca,14407,97
9d4db00d65d7760644ac0c14edb5fd86,sorocaba,18025,97
a49928bcdf77c55c6d6e05e09a9b4ca5,sao paulo,3017,96
80e6699fe29150b372a0c8a1ebf7dcc8,pinhais,83323,96
7ea5bfa6c340f58f8e71fc1f0412b0d6,belo horizonte,30180,96
8a432f4e5b471f8da497d7dc517666e2,presidente prudente,19042,95
ff063b022a9a0aab91bad2c9088760b7,santo andre,9171,94
aac29b1b99776be73c3049939652091d,uberlandia,38408,94
729f06993dac8e860d4f02d7088ca48a,limeira,13481,94
530ec6109d11eaaf87999465c6afee01,cascavel,85807,94
3db66a856d18a9cba7c9241fc5221c50,ponte nova,35430,94
f27e33c6d29b5138fa9967bcd445b6d5,sao paulo,4273,93
8648b1e89e9b349e32d3741b30ec737e,jacarei,12308,93
5d0363b33554b373851fc1622e4d5f3c,atibaia,12952,93
dee656f0f566ed1aa85bd137c943f08f,cruzeiro,12701,92
d6b1ce66b035a475f00c017792ff9769,salto,13327,92
8444e55c1f13cd5c179851e5ca5ebd00,congonhal,37584,92
04308b1ee57b6625f47df1d56f00eedf,bombinhas,88215,92
9616352088dcf83a7c06637f4ebf1c80,umuarama,87504,91
827f8f69dfa529c561901c4f2e0f332f,curitiba,81880,91
7e3f87d16fb353f408d467e74fbd8014,sao paulo,4809,91
7b07b3c7487f0ea825fc6df75abd658b,sao paulo,2016,91
440dd6ab244315c632130ecfb63827b1,votuporanga,15502,91
1d8dbc4f32378d715c717c1c1fc57bae,arapongas,86706,91
527801b552d0077ffd170872eb49683b,garca,17400,90
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,91350,90
f84fa566034f5e8e880a07ec624c56af,indaiatuba,13330,89
98dac6635aee4995d501a3972e047414,sao paulo,2030,89
725c32fa80c2faacc4fc88450d27314e,sao paulo,3320,89
6973a06f484aacf400ece213dbf3d946,sao jose dos campos,12230,89
f84a00e60c73a49e7e851c9bdca3a5bb,rio de janeiro,20756,88
adbc26658d6c7b4b6219f9d934598091,curitiba,81770,88
bd0389da23d89b726abf911cccc54596,brasilia,71691,87
609e1a9a6c2539919b8205cf7c4e6ff0,brusque,88359,87
2ff97219cb8622eaf3cd89b7d9c09824,salto,13320,87
0509040ea3fe50071181bbc359eb7738,belo horizonte,31710,87
f3b80352b986ab4d1057a4b724be19d0,brasilia,71200,86
d20b021d3efdf267a402c402a48ea64b,ibitinga,14940,86
bd23da7354813347129d751591d1a6e2,sao paulo,3971,86
900ba814c251a692506d7834c1218441,salto,13328,86
0df3984f9dfb3d49ac6366acbd3bbb85,betim,32604,86
dbd66278cbfe1aa1000f90a217ca4695,sao paulo,5588,85
b561927807645834b59ef0d16ba55a24,sao paulo,2955,85
891071be6ba827b591264c90c2ae8a63,sao paulo,3872,85
c8b0e2b0a7095e5d8219575d5e7e1181,itaquaquecetuba,8598,84
9674754b5a0cb32b638cec001178f799,sao paulo,4438,84
8e6d7754bc7e0f22c96d255ebda59eba,sao jose dos campos,12233,84
ba143b05f0110f0dc71ad71b4466ce92,sao paulo,2274,83
aba1721a889e04decc910aa13b768ef4,sao paulo,5729,83
eeb6de78f79159600292e314a77cbd18,lages,88501,82
ebd2d60905fb58271facef5596b620d3,lencois paulista,18683,82
8bb48dc19fccaa8613b6229bf7f452a2,assis,19803,82
0432ead42b6c8a0bdf68154add917fdf,maua,9320,82
972d0f9cf61b499a4812cf0bfa3ad3c4,brusque,88359,81
688756f717c462a206ad854c5027a64a,guarulhos,7094,81
4e7c18b98d84e05cbae3ff0ff03846c2,jaboticabal,14882,81
f46490624488d3ff7ce78613913a7711,guarulhos,7194,80
e8b3a3a38279a82f0e5d006d5e5b7d2c,jussara,87230,80
3be634553519fb6536a03e1358e9fdc7,sao paulo,8275,80
d673a59aac7a70d8b01e6902bf090a11,ibitinga,14940,79
6b243f80ed07b10f0e8aa0f21a205f3c,curitiba,81825,79
1bb2bdb95f4841f1bba2c0d2cd83d3c9,sao paulo,1257,79
080199a181c46c657dc5aa235411be3b,osasco,6097,79
ce7d1888639e6fb06b2749cbfdac1ff7,baependi,37443,78
b14db04aa7881970e83ffa9426897925,sorocaba,18048,78
744dac408745240a2c2528fb1b6028f3,colombo,83408,78
f3da5b2ff499efb8d4a6d371d175d7dd,sao paulo,2407,77
dfa0c4c6229ab200a4a1336b4d7128ff,florianopolis,88085,77
d921b68bf747894be13a97ae52b0f386,formiga,35570,77
d05ae8f7a5bd1d2a690a44cd079e4e27,rio de janeiro,22775,77
712e6ed8aa4aa1fa65dab41fed5737e4,videira,89560,77
70c27847eca8195c983ed7e798c56743,rio de janeiro,20930,77
670c26e0f1bf8d0576271d5cfaec6d2b,maringa,87025,77
34056b8b55c1775a22af2331670a799c,penapolis,16304,77
d12c926d74ceff0a90a21184466ce161,sao paulo,2634,76
1f9ab4708f3056ede07124aad39a2554,tupa,17602,76
11bfa66332777660bd0640ee84d47006,ribeirao preto,14085,76
8f119a0aee85c0c8fc534629734e94fd,barueri,6440,75
cac4c8e7b1ca6252d8f20b2fc1a2e4af,indaiatuba,13347,74
701938c450705b8ae65fc923b70f35c7,s jose do rio preto,15014,74
6860153b69cc696d5dcfe1cdaaafcf62,capivari,13360,74
516e7738bd8f735ac19a010ee5450d8d,rio de janeiro,22230,74
1336efc61c316ddf92c899eb817f7cae,assis,19800,74
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,9416,74
a7f13822ceb966b076af67121f87b063,itaquaquecetuba,8577,73
9e6229250fedbe05838fef417b74e7fb,mirandopolis,16800,73
54965bbe3e4f07ae045b90b0b8541f52,foz do iguacu,85851,73
9de4643a8dbde634fe55621059d92273,joinville,89225,72
81a1104df0f08b59c68aa5b03cfe398e,sao jose dos pinhais,83020,72
30a2f535bb48308f991d0b9ad4a8c4bb,santa barbara d'oeste,13457,71
d50d79cb34e38265a8649c383dcffd48,sao paulo,8290,70
5343d0649eca2a983820bfe93fc4d17e,santo andre,9270,70
fd386aa7bed2af3c7035c65506c9b4a3,sao paulo,4208,69
f7ccf836d21b2fb1de37564105216cc1,ibitinga,14940,69
e59aa562b9f8076dd550fcddf0e73491,curitiba,82810,69
9646c3513289980f17226a2fc4720dbd,sao jose dos campos,12215,69
822166ed1e47908f7cfb49946d03c726,tres rios,25803,69
23613d49c3ac2bd302259e55c06c050c,porto ferreira,13660,69
e333046ce6517bd8bb510291d44f0130,ipaussu,18950,68
ca3bd7cd9f149df75950150d010fe4a2,sao paulo,4361,68
bbad7e518d7af88a0897397ffdca1979,sao paulo,1512,68
94144541854e298c2d976cb893b81343,viamao,94451,68
f0b47fbbc6dee9aafe415a6e33051b3f,maua,9360,67
a420f60ff1aa9acc80d0e42959f2b313,sao paulo,5138,67
966cb4760537b1404caedd472cc610a5,diadema,9920,67
6fd52c528dcb38be2eea044946b811f8,sao paulo,8180,67
5f2684dab12e59f83bef73ae57724e45,sao paulo,5125,67
d13e50eaa47b4cbe9eb81465865d8cfc,santo andre,9210,66
cb8bcce248bb1fb274ba762d8b971456,santa rita do sapucai,37540,66
9d5a9018aee56acb367ba9c3f05d1d6a,aparecida de goiania,74930,66
8cbac7e12637ed9cffa18c7875207478,jaragua do sul,89254,66
834f3294fba9f932f56edc879193f925,araraquara,14808,66
48162d548f5b1b11b9d29d1e01f75a61,piracicaba,13403,66
066a6914e1ebf3ea95a216c73a986b91,foz do iguacu,85863,66
d566c37fa119d5e66c4e9052e83ee4ea,sao paulo,4131,65
8ae520247981aa06bc94abddf5f46d34,navegantes,88370,65
643214e62b870443ccbe55ab29a4dccf,sao paulo,2134,65
ce248b21cb2adc36282ede306b7660e5,jaragua do sul,89251,64
beadbee30901a7f61d031b6b686095ad,guarulhos,7097,64
76d64c4aca3a7baf218bf93ef7fa768d,curitiba,80215,64
4a3ccda38b2129705f3fb522db62ca31,marilia,17504,64
056b4ada5bbc2c50cc7842547dda6b51,queimados,26379,64
b372ee768ed69e46ca8cdbd267aa7a38,sao jose do rio preto,15013,63
a17f621c590ea0fab3d5d883e1630ec6,sorocaba,18055,63
99eaacc9e6046db1c82b163c5f84869f,franca,14400,63
96493fab2fbb13a14d0c0e8772eef5c3,sao paulo,5537,63
8e8a7ce9f2f970dc00e2acf6f6e199f6,sao goncalo,24710,63
6039e27294dc75811c0d8a39069f52c0,osasco,6162,63
5b925e1d006e9476d738aa200751b73b,sao paulo,4567,63
520b493b57809f446cb0a233bb3e25c7,santos,11075,63
4c18691b6037662be2df78a765d98ab5,sao paulo,3167,63
e62b2d6ac10570a035a30bafcf01d263,sao paulo,5767,62
b92e3c8f9738272ff7c59e111e108d7c,uba,36502,62
951e8cef368f09bb3f3d03c00ca4702c,ibitinga,14940,62
715bbd5ba4e6b74cb0d2f29eb45058b0,serra negra,13930,62
5f1dc28029d2c244352a68107ec2b542,sao paulo,5126,62
57e632711dec9ec14ca7546769483e7e,navegantes,88372,62
5058e8c1e82653974541e83690655b4a,itaquaquecetuba,8583,62
1838dd9b8977065acf51d95e0053ea7a,belo horizonte,30882,62
05d2173d43ea568aa0540eba70d2ca76,alfenas,37135,62
d57e18d5f73c7ccb7f7339b61166898d,sao paulo,3613,61
cce6ab8d1682639fe45ab70234f1665f,curitiba,81020,61
b6d44737c043328708f6749c2dbe50bd,santo andre,9230,61
aced59e9b31ef866a94f9e7f29d8d418,sao paulo,3306,61
4e17c65a516f69d023a2ae78b84f28d6,suzano,8673,61
116ccb1a1604bc88e4d234a8c23f33de,sao bernardo do campo,9850,61
0c7533c71df861ec58ad7ff999ed0e8d,valinhos,13270,61
06579cb253ecd5a3a12a9e6eb6bf8f47,sao paulo - sp,4007,61
91f848e9f4be368f4318775aac733370,sao paulo,3029,60
709e16e2b25c7474d980076c6bfc4806,birigui,16200,60
058fd0aa2bfdb2274e05e1ae971dabb6,santo andre,9020,60
fcb5ace8bcc92f75707dc0f01a27d269,guarulhos,7032,59
f7720c4fa8e3aba4546301ab80ea1f1b,curitiba,81350,59
c6bda72e4dbf5c5866b13cb1810c6d03,sao paulo,3087,59
582d4f8675b945722eda7c0cb61ba4c7,bertioga,11250,59
01cf7e3d21494c41fb86034f2e714fa1,francisco beltrao,85603,59
c864036feaab8c1659f65ea4faebe1da,campo largo,83605,58
7681ef142fd2c19048da7430856b5588,guarulhos,7074,58
6d803cb79cc31c41c4c789a75933b3c7,sao joaquim da barra,14600,58
1eade46fba20122dc4aefb379f8c636b,sao paulo,2066,58
fffd5413c0700ac820c7069d66d98c89,amparo,13908,57
e882b2a25a10b9c057cc49695f222c19,teresopolis,25963,57
d650b663c3b5f6fb392b6326366efa9a,cotia,6713,57
75d34ebb1bd0bd7dde40dd507b8169c3,salvador,41820,57
376a891762bbdecbc02b4b6adec3fdda,goiania,74323,57
05ff92fedb5be47920fea08e501238b9,santo angelo,98803,57
05f51e13da97139648b8125c31e5f51b,belo horizonte,31910,57
8a130737016f838139d31878787a39c9,sao paulo,3187,56
7a241947449cc45dbfda4f9d0798d9d0,jacutinga,37590,56
4992e76a42cb3aad7a7047e0d3d7e729,sao paulo,3334,56
45d33f715e24d15a6ccf5c17b3a23e3c,sorocaba,18015,56
3bdff180c7e1f6551a643b99c265a120,sao paulo,4811,56
3078096983cf766a32a06257648502d1,scao jose do rio pardo,13720,56
17f51e7198701186712e53a39c564617,sao paulo,3908,56
fa1a9dec3a9940c072684a46728bf1fc,icara,88820,55
dc317f341ab0e22f39acbd9dbf9b4a1f,cachoeirinha,94910,55
cc63f0dd2acba93ffed4fe9f8e0321fa,sao jose do rio preto,15025,55
7d456afc660226829370f3173d14520c,mogi das cruzes,8820,55
3df020b72d3d44b3af9d110fa3940b65,jales,15704,55
1b8356dabde1d35e17cef975c3f82730,sao paulo,3477,55
e067ad2c1c0b48758eb1b5228bcf7a68,santos,11045,54
d9bd94811c3338dceb4181f3dbc0c73e,sao paulo,4186,54
2dee2ce60de9709b1a24083217181a1f,sinop,78552,54
062ce95fa2ad4dfaedfc79260130565f,lajeado,95913,54
d9a84e1403de8da0c3aa531d6d108ba6,sao paulo,3562,53
a888faf2d1baececa6baf9c3d603ee1f,umuarama,87502,53
a5cba26a62b8b4d0145b68b841e62e7f,campo mourao,87303,53
750303a20e9c56b2a6bc45cdce0b897d,goiania,74333,53
6c177e38df6d3f34182b1f1d427231bf,curitiba,80430,53
3504c0cb71d7fa48d967e0e4c94d59d9,maua,9350,53
f214d28e8d8e3ef068748498ccc2f813,sao paulo,3872,52
624f4ece8da4aafb77699233d480f8ef,sao paulo,5138,52
2b3e4a2a3ea8e01938cabda2a3e5cc79,sao paulo,4733,52
2a7dc43cecabf23403078e2188437d1d,sao paulo,4142,52
e24fc9fcd865784fb25705606fe3dfe7,braganca paulista,12913,51
b1a81260566c1bac3114a6d124413f27,carazinho,99500,51
751bdc4d83a466c7206cd42e8f426b03,ribeirao pires,9405,51
7202e2ba20579a9bd1acb29e61fe71f6,franca,14401,51
318f287a62ab7ac10b703ac37435a231,sao paulo,4773,51
2a261b5b644fa05f4f2700eb93544f2c,porto ferreira,13660,51
0d85bbda9889ce1f7e63778d24f346eb,uberlandia,38414,51
ea566164622c6b439516ab18062c42cd,sao  paulo,5303,50
b17b679f4f5ce2e03ce6968c62648246,ribeirao preto,14090,50
a6fe7de3d16f6149ffe280349a8535a0,franca,14401,50
95f83f51203c626648c875dd41874c7f,borda da mata,37564,50
50c9975695009e5e6473912e83a6d1da,claudio,35530,50
25cf099de44674fde97473224f9d59ab,cotia,6716,50
23d7c96d4a1160db1c726b248601b25a,capivari,13360,50
165fc07beebdcb6190fba8a06db2a449,maringa,87015,50
0b35c634521043bf4b47e21547b99ab5,teixeira soares,84530,50
09f952a5f58d2285b0372551ae8f9b01,sao bernardo do campo,9725,50
048c2757535328e0d7dac690ad3c0aae,franca,14406,50
